address,token_balance
0xf1f7fc12b128a8641e61735bb9fa874b6309409a,0.005961807831236608
0x5fd1d1d1aed79bd2e02774976a535720aabd8d17,0.005860898816131072
0xe9c4752b200ad14464b3a8d376ee79cc77c4a547,0.005507087983443968
0xfa1ede03e9ab786036746809b75a9ce675d4c8d0,0.005363008607879168
0x479c4b88004b253535b62529941c2044531afd07,0.005160725362245632
0xc7546b2efcb765f74d34a514b23a7cce0c06aaca,0.005107648995262464
0xfa14063fd17471ab8094b8eaeb12a7762f6eb111,0.00485857286946816
0x1151727f6580084c6bf8083ff776f80a26b58bf8,0.004587138133786624
0x9ab71e8e707649419183a2359aa92a15318d5512,0.00444893029728256
0xaf0e99693ad84c14eeb41630737d462a70e509c2,0.003993096475901952
0x8886d4668b36a1811c4b91666f8e244dbc0f66cf,0.003990824102658048
0x4ecd3c080effd791699c7dddb81a7e7525dfa34f,0.003854865453285376
0xfd52df9b677bbd17196027fa77e4b1001f570219,0.00380860889038848
0x58f16240b2b4ffc46566eb961b21bf4ac81c99dc,0.003805525942730752
0xea2ffc597b5a6f63077e952e7a5e2833a1d0a37a,0.003514783533891584
0x4a709eebba348ff6528a101d4bd5303ec676dd80,0.003447370062757888
0x9335ee83fbb148c6f1a1aa3fa00e47c93dcce359,0.003372942998110208
0xba53280c4ca24afb8a2abbe75b1b53d06a6d0ebe,0.003303121707073536
0x1a46a962b3128eb7c9e5ae65b20717b111894802,0.003251845636030464
0x7c110a4391911e30873d9465b24a313076be1cd0,0.00312893467787264
0x12877bcde21c91f6e1e485e49930ba584e6fb40a,0.00292687861252096
0xa5ac43853c7929552d7ba1c5c5c590bd9259a9f1,0.00286464831127552
0xbdb9159bda761ae49592747b12232d1963f717b6,0.002624142775943168
0xfb353ffb594c6f2c8a7cea3728edcf77ad9931cd,0.002315504396009472
0x955f8a85a8dda1885194777f354fc1e07d0bfd5d,0.002275954072223744
0x67f315eee2aedd51930f976763eadb162fb8b00d,0.002057945458147328
0xbac379eb42c247def20512e0ad05ead750020879,0.00197507481075712
0x47b4cc5235ea35a712674c683448dd48d0fa2060,0.001961228633112576
0x1746bf3e16b4bead0384ed829d4188b93ae54fec,0.001701012888879104
0xf9b2048e91a9cee35725158f8454b418f8973504,0.001637607142326272
0x603a14bc512cb00dd6dd940b51b0ff5a03e7231c,0.001611085174013952
0x1223ce4c3a9565f392483374f928a5d9cd00eebe,0.001548630565584896
0xd55165080b7b9c7de786b7c6a96dcae62c9c07c0,0.001519126140944384
0x320ca2a343db7bd65c51114dd42d14cba4dbff52,0.001494997853536256
0x6e656850056daefd2ebb1cc0a180d50beca4e21e,0.001445542573899776
